Destination_3Zip,freight_terms,3zip_des_total_revenue,3zip_des_ordvrs_cnt,3zip_des_cases_received,"3zip_des_cases_received (col,pp)",total_dc_sqft,totalQty_allDCs,Lane_Share%,Lane_Space,Default Warehouse,Costing Warehouse,3zip_Inbound Spend,3zip_Distribution Spend,3zip_parcel_shipment,3zip_parcel_weight,3zip_avg_weight/parcel,zon_us&can_combnd,servicedays_us&can_combnd,3zip_Parcel Spend,LTL_Shipment_Count,LTL_Weight,LTL_Cost,Mean Weight / LTL Shipment,Cost Per CWT,3zip_LTL_Spend,TL_Shipment_Count,TL_Weight,TL_Cost,avg_tl_rate,3zip_tl_spend,3zip_scenario cost,Cost rank dc,cheapest cost to serve,cheapest to serve from, Baseline Cost to Serve,Baseline Rate Zone,Relative Additional Cost,avg_delivery_days,avg_transit_days
586,Prepaid,10226.079999999993,116,117,117,2005000,26882531,0.00000435226876516947,8.726298874164787,Elwood,Los Angeles,208.73508154468564,180.240539852574864,116,1405.8599999999994,12,6,3,792.2799999999929,0,0,0,0,26.933932364216158,0,0,0,0,,0,1181.255621397253401,1,1181.255621397253401,Los Angeles,,,,2.562039878595487,2.1988812999110126
586,Prepaid,10226.079999999993,116,117,117,2005000,26882531,0.00000435226876516947,8.726298874164787,Elwood,Elwood,350.1848946190459,104.941400978667591,116,1405.8599999999994,12,5,3,762.1199999999708,0,0,0,0,22.574497035706777,0,0,0,0,,0,1217.246295597684341,2,,,1217.246295597684341,5,0,1.683237464635028,1.8501290158529011
586,Prepaid,10226.079999999993,116,117,117,2005000,26882531,0.00000435226876516947,8.726298874164787,Elwood,Dallas,346.55838489869706,117.45855508081851,116,1405.8599999999994,12,5,3,762.1199999999708,0,0,0,0,26.630739722671716,0,0,0,0,,0,1226.13693997948641,3,,,,,,2.270588936191102,1.8118567921819277
586,Prepaid,10226.079999999993,116,117,117,2005000,26882531,0.00000435226876516947,8.726298874164787,Elwood,R Virginia,292.51172397813616,99.414848573516502,116,1405.8599999999994,12,7,4,939.6000000000234,0,0,0,0,20.653756512784252,0,0,0,0,,0,1331.526572551676218,4,,,,,,1.747728505214035,1.6045105874787562
587,Prepaid,16929.519999999997,221,225,225,2005000,26882531,0.000008369747625325904,16.78134398877844,Elwood,Los Angeles,401.4136183551647,346.6164227934132,221,2284.676000000001,10,6,3,1659.7100000000232,0,0,0,0,26.933932364216158,0,0,0,0,,0,2407.740041148600973,1,2407.740041148600973,Los Angeles,,,,2.562039878595487,2.1988812999110126
587,Prepaid,16929.519999999997,221,225,225,2005000,26882531,0.000008369747625325904,16.78134398877844,Elwood,R Virginia,562.5225461118004,191.18240110291635,221,2284.676000000001,10,6,4,1659.7100000000232,0,0,0,0,20.653756512784252,0,0,0,0,,0,2413.414947214739817,2,,,,,,1.747728505214035,1.6045105874787562
587,Prepaid,16929.519999999997,221,225,225,2005000,26882531,0.000008369747625325904,16.78134398877844,Elwood,Elwood,673.4324896520113,201.810386497437675,221,2284.676000000001,10,5,3,1611.090000000155,0,0,0,0,22.574497035706777,0,0,0,0,,0,2486.332876149603989,3,,,2486.332876149603989,5,0,1.683237464635028,1.8501290158529011
587,Prepaid,16929.519999999997,221,225,225,2005000,26882531,0.000008369747625325904,16.78134398877844,Elwood,Dallas,666.4584324974943,225.88183669388175,221,2284.676000000001,10,6,3,1659.7100000000232,0,0,0,0,26.630739722671716,0,0,0,0,,0,2552.050269191399392,4,,,,,,2.270588936191102,1.8118567921819277
588,Prepaid,13461.279999999986,185,188,188,2005000,26882531,0.000006993389126938978,14.021745199512651,Elwood,Los Angeles,335.4033788923154,289.617277711829696,185,1803.7239999999995,10,6,3,1389.3500000000195,0,0,0,0,26.933932364216158,0,0,0,0,,0,2014.370656604164618,1,2014.370656604164618,Los Angeles,,,,2.562039878595487,2.1988812999110126
588,Prepaid,13461.279999999986,185,188,188,2005000,26882531,0.000006993389126938978,14.021745199512651,Elwood,Elwood,562.6902580203473,168.623789606747924,185,1803.7239999999995,10,5,3,1348.6500000001297,0,0,0,0,22.574497035706777,0,0,0,0,,0,2079.964047627224919,2,,,2079.964047627224919,5,0,1.683237464635028,1.8501290158529011
588,Prepaid,13461.279999999986,185,188,188,2005000,26882531,0.000006993389126938978,14.021745199512651,Elwood,Dallas,556.8630458201286,188.73682354866564,185,1803.7239999999995,10,6,3,1389.3500000000195,0,0,0,0,26.630739722671716,0,0,0,0,,0,2134.949869368813822,3,,,,,,2.270588936191102,1.8118567921819277
588,Prepaid,13461.279999999986,185,188,188,2005000,26882531,0.000006993389126938978,14.021745199512651,Elwood,R Virginia,470.01883852897095,159.743517365992328,185,1803.7239999999995,10,7,4,1572.5,0,0,0,0,20.653756512784252,0,0,0,0,,0,2202.262355894963274,4,,,,,,1.747728505214035,1.6045105874787562
590,Prepaid,29850.600000000068,282,286,286,2005000,26882531,0.000010638879203747594,21.330952803513924,Los Angeles,Los Angeles,510.24131044256495,440.587986306294112,282,3466.4099999999994,12,5,3,1852.7399999999288,0,0,0,0,26.933932364216158,0,0,0,0,,0,2803.569296748787962,1,2803.569296748787962,Los Angeles,2803.569296748787962,5,0,2.562039878595487,2.1988812999110126
590,Prepaid,29850.600000000068,282,286,286,2005000,26882531,0.000010638879203747594,21.330952803513924,Los Angeles,Elwood,856.00752017989,256.523424614520778,282,3466.4099999999994,12,6,3,1926.0599999999827,0,0,0,0,22.574497035706777,0,0,0,0,,0,3038.590944794393423,2,,,,,,1.683237464635028,1.8501290158529011
590,Prepaid,29850.600000000068,282,286,286,2005000,26882531,0.000010638879203747594,21.330952803513924,Los Angeles,Dallas,847.1427186412594,287.12091241977858,282,3466.4099999999994,12,6,3,1926.0599999999827,0,0,0,0,26.630739722671716,0,0,0,0,,0,3060.323631061020552,3,,,,,,2.270588936191102,1.8118567921819277
590,Prepaid,29850.600000000068,282,286,286,2005000,26882531,0.000010638879203747594,21.330952803513924,Los Angeles,R Virginia,715.0286586132218,243.014074290818116,282,3466.4099999999994,12,7,4,2284.200000000057,0,0,0,0,20.653756512784252,0,0,0,0,,0,3242.242732904096756,4,,,,,,1.747728505214035,1.6045105874787562
591,Prepaid,40081.89000000005,456,459,459,2005000,26882531,0.000017074285155664844,34.23394173710801,Los Angeles,Los Angeles,818.883781444536,707.097502498562928,456,5080.796000000004,11,5,3,2995.920000000952,0,0,0,0,26.933932364216158,0,0,0,0,,0,4521.901283944050785,1,4521.901283944050785,Los Angeles,4521.901283944050785,5,0,2.562039878595487,2.1988812999110126
591,Prepaid,40081.89000000005,456,459,459,2005000,26882531,0.000017074285155664844,34.23394173710801,Los Angeles,Elwood,1373.8022788901033,411.693188454772857,456,5080.796000000004,11,6,3,3005.0400000000586,0,0,0,0,22.574497035706777,0,0,0,0,,0,4790.535467344934508,2,,,,,,1.683237464635028,1.8501290158529011
591,Prepaid,40081.89000000005,456,459,459,2005000,26882531,0.000017074285155664844,34.23394173710801,Los Angeles,Dallas,1359.5752022948884,460.79894685551877,456,5080.796000000004,11,6,3,3005.0400000000586,0,0,0,0,26.630739722671716,0,0,0,0,,0,4825.414149150466037,3,,,,,,2.270588936191102,1.8118567921819277
591,Prepaid,40081.89000000005,456,459,459,2005000,26882531,0.000017074285155664844,34.23394173710801,Los Angeles,R Virginia,1147.5459940680726,390.012098249949354,456,5080.796000000004,11,7,4,3552.240000000287,0,0,0,0,20.653756512784252,0,0,0,0,,0,5089.798092318308641,4,,,,,,1.747728505214035,1.6045105874787562
592,Prepaid,10010.319999999989,155,156,156,2005000,26882531,0.00000580302502022596,11.635065165553051,Los Angeles,Los Angeles,278.3134420595809,240.320719803433152,155,1418.5499999999993,9,6,3,1151.6500000000126,0,0,0,0,26.933932364216158,0,0,0,0,,0,1670.284161863026642,1,1670.284161863026642,Los Angeles,1670.284161863026642,6,0,2.562039878595487,2.1988812999110126
592,Prepaid,10010.319999999989,155,156,156,2005000,26882531,0.00000580302502022596,11.635065165553051,Los Angeles,R Virginia,390.01563197084823,132.553131431355336,155,1418.5499999999993,9,6,3,1151.6500000000126,0,0,0,0,20.653756512784252,0,0,0,0,,0,1674.218763402216222,2,,,,,,1.747728505214035,1.6045105874787562
592,Prepaid,10010.319999999989,155,156,156,2005000,26882531,0.00000580302502022596,11.635065165553051,Los Angeles,Elwood,466.91319282539456,139.921867971556788,155,1418.5499999999993,9,5,3,1098.9499999999596,0,0,0,0,22.574497035706777,0,0,0,0,,0,1705.785060796910978,3,,,,,,1.683237464635028,1.8501290158529011
592,Prepaid,10010.319999999989,155,156,156,2005000,26882531,0.00000580302502022596,11.635065165553051,Los Angeles,Dallas,462.07784653159604,156.61140677442468,155,1418.5499999999993,9,6,3,1151.6500000000126,0,0,0,0,26.630739722671716,0,0,0,0,,0,1770.3392533060332,4,,,,,,2.270588936191102,1.8118567921819277
593,Prepaid,7479.399999999996,93,108,108,2005000,26882531,0.000004017478860156434,8.055045114613652,Los Angeles,Los Angeles,192.67853681047907,166.375882940838336,91,1046.9379999999999,12,6,4,621.5299999999944,1,331,189.9,331,26.933932364216158,89.15131612555548,0,0,0,,0,1069.735735876867251,1,1069.735735876867251,Los Angeles,1069.735735876867251,6,0,2.562039878595487,2.1988812999110126
593,Prepaid,7479.399999999996,93,108,108,2005000,26882531,0.000004017478860156434,8.055045114613652,Los Angeles,Elwood,323.2475950329655,96.868985518770084,91,1046.9379999999999,12,5,4,597.869999999977,1,331,189.9,331,22.574497035706777,74.72158518818942,0,0,0,,0,1092.708165739902067,2,,,,,,1.683237464635028,1.8501290158529011
593,Prepaid,7479.399999999996,93,108,108,2005000,26882531,0.000004017478860156434,8.055045114613652,Los Angeles,Dallas,319.90004759879724,108.42328161306324,91,1046.9379999999999,12,6,4,621.5299999999944,1,331,189.9,331,26.630739722671716,88.14774848204338,0,0,0,,0,1138.001077693898254,3,,,,,,2.270588936191102,1.8118567921819277
593,Prepaid,7479.399999999996,93,108,108,2005000,26882531,0.000004017478860156434,8.055045114613652,Los Angeles,R Virginia,270.01082213366413,91.767552529399848,91,1046.9379999999999,12,7,4,737.1000000000184,1,331,189.9,331,20.653756512784252,68.36393405731587,0,0,0,,0,1167.242308720398353,4,,,,,,1.747728505214035,1.6045105874787562
594,Prepaid,31989.08000000009,357,358,358,2005000,26882531,0.000013317198443851883,26.700982879923025,Los Angeles,Los Angeles,638.6936683162177,551.505241600186336,357,4154.806000000002,12,5,3,2345.48999999991,0,0,0,0,26.933932364216158,0,0,0,0,,0,3535.688909916314087,1,3535.688909916314087,Los Angeles,3535.688909916314087,5,0,2.562039878595487,2.1988812999110126
594,Prepaid,31989.08000000009,357,358,358,2005000,26882531,0.000013317198443851883,26.700982879923025,Los Angeles,Elwood,1071.5059168685336,321.102748293700834,357,4154.806000000002,12,6,3,2438.309999999978,0,0,0,0,22.574497035706777,0,0,0,0,,0,3830.918665162212356,2,,,,,,1.683237464635028,1.8501290158529011
594,Prepaid,31989.08000000009,357,358,358,2005000,26882531,0.000013317198443851883,26.700982879923025,Los Angeles,Dallas,1060.4094170404576,359.40310016182074,357,4154.806000000002,12,6,3,2438.309999999978,0,0,0,0,26.630739722671716,0,0,0,0,,0,3858.122517202256214,3,,,,,,2.270588936191102,1.8118567921819277
594,Prepaid,31989.08000000009,357,358,358,2005000,26882531,0.000013317198443851883,26.700982879923025,Los Angeles,R Virginia,895.0358733689978,304.192442643751348,357,4154.806000000002,12,8,4,3163.0200000000514,0,0,0,0,20.653756512784252,0,0,0,0,,0,4362.248316012800443,4,,,,,,1.747728505214035,1.6045105874787562
595,Prepaid,3414.119999999999,48,48,48,2005000,26882531,0.0000017855461600695262,3.5800200509394,Los Angeles,Los Angeles,85.6349052491018,73.944836862594816,48,569.32,12,6,4,327.8399999999971,0,0,0,0,26.933932364216158,0,0,0,0,,0,487.419742111693683,1,487.419742111693683,Los Angeles,487.419742111693683,6,0,2.562039878595487,2.1988812999110126
595,Prepaid,3414.119999999999,48,48,48,2005000,26882531,0.0000017855461600695262,3.5800200509394,Los Angeles,R Virginia,120.00480983718407,40.785578901955488,48,569.32,12,6,4,327.8399999999971,0,0,0,0,20.653756512784252,0,0,0,0,,0,488.630388739136662,2,,,,,,1.747728505214035,1.6045105874787562
595,Prepaid,3414.119999999999,48,48,48,2005000,26882531,0.0000017855461600695262,3.5800200509394,Los Angeles,Elwood,143.66559779242908,43.052882452786704,48,569.32,12,5,4,315.3599999999879,0,0,0,0,22.574497035706777,0,0,0,0,,0,502.078480245203692,3,,,,,,1.683237464635028,1.8501290158529011
595,Prepaid,3414.119999999999,48,48,48,2005000,26882531,0.0000017855461600695262,3.5800200509394,Los Angeles,Dallas,142.1777989327988,48.18812516136144,48,569.32,12,6,4,327.8399999999971,0,0,0,0,26.630739722671716,0,0,0,0,,0,518.20592409415731,4,,,,,,2.270588936191102,1.8118567921819277
596,Prepaid,29296.680000000066,291,291,291,2005000,26882531,0.000010824873595421502,21.70387155882011,Los Angeles,Los Angeles,519.1616130726796,448.290573479481072,291,3445.9600000000028,12,5,3,1911.8699999999267,0,0,0,0,26.933932364216158,0,0,0,0,,0,2879.322186552087505,1,2879.322186552087505,Los Angeles,2879.322186552087505,5,0,2.562039878595487,2.1988812999110126
596,Prepaid,29296.680000000066,291,291,291,2005000,26882531,0.000010824873595421502,21.70387155882011,Los Angeles,Elwood,870.9726866166013,261.008099870019393,291,3445.9600000000028,12,6,3,1987.5299999999822,0,0,0,0,22.574497035706777,0,0,0,0,,0,3119.510786486602953,2,,,,,,1.683237464635028,1.8501290158529011
596,Prepaid,29296.680000000066,291,291,291,2005000,26882531,0.000010824873595421502,21.70387155882011,Los Angeles,Dallas,861.9529060300927,292.14050879075373,291,3445.9600000000028,12,6,3,1987.5299999999822,0,0,0,0,26.630739722671716,0,0,0,0,,0,3141.623414820828631,3,,,,,,2.270588936191102,1.8118567921819277
596,Prepaid,29296.680000000066,291,291,291,2005000,26882531,0.000010824873595421502,21.70387155882011,Los Angeles,R Virginia,727.5291596379284,247.262572093105146,291,3445.9600000000028,12,8,4,2578.2600000000416,0,0,0,0,20.653756512784252,0,0,0,0,,0,3553.051731731075134,4,,,,,,1.747728505214035,1.6045105874787562
597,Prepaid,70764.46000000004,702,709,709,2005000,26882531,0.000026374004739360294,52.87987950241739,Los Angeles,Los Angeles,1264.8989129502745,1092.226861157910928,702,8485.068,12,5,3,4612.139999999823,0,0,0,0,26.933932364216158,0,0,0,0,,0,6969.265774108008184,1,6969.265774108008184,Los Angeles,6969.265774108008184,5,0,2.562039878595487,2.1988812999110126
597,Prepaid,70764.46000000004,702,709,709,2005000,26882531,0.000026374004739360294,52.87987950241739,Los Angeles,Elwood,2122.0606007256715,635.926951229703607,702,8485.068,12,6,3,4794.659999999957,0,0,0,0,22.574497035706777,0,0,0,0,,0,7552.647551955331781,2,,,,,,1.683237464635028,1.8501290158529011
597,Prepaid,70764.46000000004,702,709,709,2005000,26882531,0.000026374004739360294,52.87987950241739,Los Angeles,Dallas,2100.0845717365487,711.77876540427627,702,8485.068,12,6,3,4794.659999999957,0,0,0,0,26.630739722671716,0,0,0,0,,0,7606.523337140782529,3,,,,,,2.270588936191102,1.8118567921819277
597,Prepaid,70764.46000000004,702,709,709,2005000,26882531,0.000026374004739360294,52.87987950241739,Los Angeles,R Virginia,1772.5710453034064,602.436988364300854,702,8485.068,12,8,4,6219.7200000001,0,0,0,0,20.653756512784252,0,0,0,0,,0,8594.728033667807361,4,,,,,,1.747728505214035,1.6045105874787562
598,Prepaid,69699.53000000009,695,699,699,2005000,26882531,0.000026002015956012474,52.13404199180501,Los Angeles,Los Angeles,1247.058307690045,1076.821686811537008,695,8694.993999999995,13,5,3,4566.1500000015485,0,0,0,0,26.933932364216158,0,0,0,0,,0,6890.029994503130299,1,6890.029994503130299,Los Angeles,6890.029994503130299,5,0,2.562039878595487,2.1988812999110126
598,Prepaid,69699.53000000009,695,699,699,2005000,26882531,0.000026002015956012474,52.13404199180501,Los Angeles,Elwood,2092.130267852249,626.957600718706377,695,8694.993999999995,13,6,3,4892.8000000003085,0,0,0,0,22.574497035706777,0,0,0,0,,0,7611.887868571263713,2,,,,,,1.683237464635028,1.8501290158529011
598,Prepaid,69699.53000000009,695,699,699,2005000,26882531,0.000026002015956012474,52.13404199180501,Los Angeles,Dallas,2070.4641969588824,701.73957266232597,695,8694.993999999995,13,6,3,4892.8000000003085,0,0,0,0,26.630739722671716,0,0,0,0,,0,7665.003769621517365,3,,,,,,2.270588936191102,1.8118567921819277
598,Prepaid,69699.53000000009,695,699,699,2005000,26882531,0.000026002015956012474,52.13404199180501,Los Angeles,R Virginia,1747.570043253993,593.939992759726794,695,8694.993999999995,13,8,4,6435.700000000111,0,0,0,0,20.653756512784252,0,0,0,0,,0,8777.21003601383096,4,,,,,,1.747728505214035,1.6045105874787562
599,Prepaid,50726.64000000008,516,517,517,2005000,26882531,0.00001923182009908219,38.55979929865979,Los Angeles,Los Angeles,922.3592919538673,796.447513707531664,516,6122.873999999999,12,5,3,3390.11999999987,0,0,0,0,26.933932364216158,0,0,0,0,,0,5108.926805661269293,1,5108.926805661269293,Los Angeles,5108.926805661269293,5,0,2.562039878595487,2.1988812999110126
599,Prepaid,50726.64000000008,516,517,517,2005000,26882531,0.00001923182009908219,38.55979929865979,Los Angeles,Elwood,1547.398209555955,463.715421418556791,516,6122.873999999999,12,6,3,3524.2799999999684,0,0,0,0,22.574497035706777,0,0,0,0,,0,5535.393630974479667,2,,,,,,1.683237464635028,1.8501290158529011
599,Prepaid,50726.64000000008,516,517,517,2005000,26882531,0.00001923182009908219,38.55979929865979,Los Angeles,Dallas,1531.3733760053535,519.02626475883051,516,6122.873999999999,12,6,3,3524.2799999999684,0,0,0,0,26.630739722671716,0,0,0,0,,0,5574.679640764152171,3,,,,,,2.270588936191102,1.8118567921819277
599,Prepaid,50726.64000000008,516,517,517,2005000,26882531,0.00001923182009908219,38.55979929865979,Los Angeles,R Virginia,1292.55180595467,439.294672756478902,516,6122.873999999999,12,8,4,4571.760000000074,0,0,0,0,20.653756512784252,0,0,0,0,,0,6303.606478711223061,4,,,,,,1.747728505214035,1.6045105874787562
600,Prepaid,584219.5499999898,4963,7034,18128,2005000,26882531,0.0002616569102068552,524.6221049647446,Elwood,R Virginia,17585.704841557348,5976.786708257393804,4865,53794.01699999999,11,5,2,31963.050000010157,49,68076.97,12305.119999999995,1389.325918367347,20.653756512784252,14060.451625081181,15,88195.14,70564.07,465.8399999999999,6987.5999999999985,76573.593174906069073,1,76573.593174906069073,R Virginia,,,,1.747728505214035,1.6045105874787562
600,Prepaid,584219.5499999898,4963,7034,18128,2005000,26882531,0.0002616569102068552,524.6221049647446,Elwood,Elwood,21052.996143165547,6309.041149435451582,4865,53794.01699999999,11,2,1,31963.05000001309,49,68076.97,12305.119999999995,1389.325918367347,22.574497035706777,15368.033574648993,15,88195.14,70564.07,465.8399999999999,6987.5999999999985,81680.720867263083558,2,,,81680.720867263083558,2,0,1.683237464635028,1.8501290158529011
600,Prepaid,584219.5499999898,4963,7034,18128,2005000,26882531,0.0002616569102068552,524.6221049647446,Elwood,Dallas,20834.971618610554,7061.56817468784102,4865,53794.01699999999,11,5,2,31963.050000010157,49,68076.97,12305.119999999995,1389.325918367347,26.630739722671716,18129.400691781306,15,88195.14,70564.07,465.8399999999999,6987.5999999999985,84976.590485089852519,3,,,,,,2.270588936191102,1.8118567921819277
600,Prepaid,584219.5499999898,4963,7034,18128,2005000,26882531,0.0002616569102068552,524.6221049647446,Elwood,Los Angeles,12549.08174004546,10835.999635239415328,4865,53794.01699999999,11,7,4,37898.35000000306,49,68076.97,12305.119999999995,1389.325918367347,26.933932364216158,18335.805055407727,15,88195.14,70564.07,465.8399999999999,6987.5999999999985,86606.836430695657144,4,,,,,,2.562039878595487,2.1988812999110126
600,Collect,162904.20999999988,4963,11094,18128,2005000,26882531,0.00041268435624606923,827.4321342733688,Elwood,R Virginia,27736.11167361917,9426.566923714462164,4865,53794.01699999999,11,7,4,37898.35000000306,49,68076.97,12305.119999999995,1389.325918367347,20.653756512784252,14060.451625081181,15,88195.14,70564.07,465.8399999999999,6987.5999999999985,96109.080222417877949,5,76573.593174906069073,R Virginia,,,,1.747728505214035,1.6045105874787562
600,Collect,162904.20999999988,4963,11094,18128,2005000,26882531,0.00041268435624606923,827.4321342733688,Elwood,Los Angeles,19792.367475698655,17090.500419867226848,4865,53794.01699999999,11,7,4,37898.35000000306,49,68076.97,12305.119999999995,1389.325918367347,26.933932364216158,18335.805055407727,15,88195.14,70564.07,465.8399999999999,6987.5999999999985,100104.622950976672693,6,,,,,,2.562039878595487,2.1988812999110126
600,Collect,162904.20999999988,4963,11094,18128,2005000,26882531,0.00041268435624606923,827.4321342733688,Elwood,Elwood,33204.71128977517,9950.597456900326962,4865,53794.01699999999,11,7,4,37898.35000000306,49,68076.97,12305.119999999995,1389.325918367347,22.574497035706777,15368.033574648993,15,88195.14,70564.07,465.8399999999999,6987.5999999999985,103409.292321327561241,7,,,103409.292321327561241,7,0,1.683237464635028,1.8501290158529011
600,Collect,162904.20999999988,4963,11094,18128,2005000,26882531,0.00041268435624606923,827.4321342733688,Elwood,Dallas,32860.84377834312,11137.48042791966282,4865,53794.01699999999,11,7,4,37898.35000000306,49,68076.97,12305.119999999995,1389.325918367347,26.630739722671716,18129.400691781306,15,88195.14,70564.07,465.8399999999999,6987.5999999999985,107013.674898047154333,8,,,,,,2.270588936191102,1.8118567921819277
601,Prepaid,435909.66999999364,4024,14681,14681,2005000,26882531,0.0005461167328329315,1094.9640493300276,Elwood,Elwood,43940.7216914719,13167.903485195033363,4004,44860.09800000006,11,2,1,26306.280000010775,10,38359,3581.23,3835.9,22.574497035706777,8659.351317926763,33,186830,104760.79999999997,444.75,14676.75,106751.006494604479167,1,106751.006494604479167,Elwood,106751.006494604479167,2,0,1.683237464635028,1.8501290158529011
601,Prepaid,435909.66999999364,4024,14681,14681,2005000,26882531,0.0005461167328329315,1094.9640493300276,Elwood,R Virginia,36703.97110874374,12474.439247075177486,4004,44860.09800000006,11,5,2,26306.28000000836,10,38359,3581.23,3835.9,20.653756512784252,7922.5744607389115,33,186830,104760.79999999997,1920.5549999999998,63378.314999999995,146785.579816566169252,2,,,,,,1.747728505214035,1.6045105874787562
601,Prepaid,435909.66999999364,4024,14681,14681,2005000,26882531,0.0005461167328329315,1094.9640493300276,Elwood,Los Angeles,26191.792582542992,22616.336457911551952,4004,44860.09800000006,11,7,4,31191.16000000252,10,38359,3581.23,3835.9,26.933932364216158,10331.587115589677,33,186830,104760.79999999997,4764.8925,157241.45249999998,247572.328656046702781,3,,,,,,2.562039878595487,2.1988812999110126
601,Prepaid,435909.66999999364,4024,14681,14681,2005000,26882531,0.0005461167328329315,1094.9640493300276,Elwood,Dallas,43485.67221109206,14738.53886445723543,4004,44860.09800000006,11,5,2,26306.28000000836,10,38359,3581.23,3835.9,26.630739722671716,10215.285450219644,33,186830,104760.79999999997,4764.8925,157241.45249999998,251987.229025777267051,4,,,,,,2.270588936191102,1.8118567921819277
602,Prepaid,14682.399999999983,166,166,166,2005000,26882531,0.000006175013803573778,12.380902676165425,Elwood,Elwood,496.84352569881725,148.891218482554018,166,1696.236,10,2,1,1090.6199999999565,0,0,0,0,22.574497035706777,0,0,0,0,,0,1736.354744181327783,1,1736.354744181327783,Elwood,1736.354744181327783,2,0,1.683237464635028,1.8501290158529011
602,Prepaid,14682.399999999983,166,166,166,2005000,26882531,0.000006175013803573778,12.380902676165425,Elwood,R Virginia,415.01663402026156,141.050127035929396,166,1696.236,10,5,2,1210.1400000001163,0,0,0,0,20.653756512784252,0,0,0,0,,0,1766.206761056307247,2,,,,,,1.747728505214035,1.6045105874787562
602,Prepaid,14682.399999999983,166,166,166,2005000,26882531,0.000006175013803573778,12.380902676165425,Elwood,Dallas,491.69822130926246,166.65059951637498,166,1696.236,10,5,2,1210.1400000001163,0,0,0,0,26.630739722671716,0,0,0,0,,0,1868.488820825753676,3,,,,,,2.270588936191102,1.8118567921819277
602,Prepaid,14682.399999999983,166,166,166,2005000,26882531,0.000006175013803573778,12.380902676165425,Elwood,Los Angeles,296.1540473198104,255.725894149807072,166,1696.236,10,7,4,1411,0,0,0,0,26.933932364216158,0,0,0,0,,0,1962.87994146961746,4,,,,,,2.562039878595487,2.1988812999110126
603,Prepaid,15947.529999999988,195,199,199,2005000,26882531,0.0000074025767886215775,14.842166461186263,Elwood,Elwood,595.6136241811123,178.490075168844877,195,1937.158,10,2,1,1281.1499999999487,0,0,0,0,22.574497035706777,0,0,0,0,,0,2055.253699349905881,1,2055.253699349905881,Elwood,2055.253699349905881,2,0,1.683237464635028,1.8501290158529011
603,Prepaid,15947.529999999988,195,199,199,2005000,26882531,0.0000074025767886215775,14.842166461186263,Elwood,R Virginia,497.51994078332564,169.090212531023794,195,1937.158,10,5,2,1421.5500000001366,0,0,0,0,20.653756512784252,0,0,0,0,,0,2088.160153314486037,2,,,,,,1.747728505214035,1.6045105874787562
603,Prepaid,15947.529999999988,195,199,199,2005000,26882531,0.0000074025767886215775,14.842166461186263,Elwood,Dallas,589.4454580755616,199.77993556481097,195,1937.158,10,5,2,1421.5500000001366,0,0,0,0,26.630739722671716,0,0,0,0,,0,2210.775393640509222,3,,,,,,2.270588936191102,1.8118567921819277
603,Prepaid,15947.529999999988,195,199,199,2005000,26882531,0.0000074025767886215775,14.842166461186263,Elwood,Los Angeles,355.0280446785679,306.562969492841008,195,1937.158,10,7,4,1657.5,0,0,0,0,26.933932364216158,0,0,0,0,,0,2319.091014171408775,4,,,,,,2.562039878595487,2.1988812999110126
604,Collect,1216706.0400000007,3795,28492,365167,2005000,26882531,0.001059870441514603,2125.0402352367787,Elwood,Elwood,85277.50442295603,25555.473475933307716,3505,40195.098000000144,11,7,4,27303.95000000221,145,280532.04,68744.21000000002,1934.703724137931,22.574497035706777,63328.697054007745,381,6728911.09,657434.7199999993,392.27437499999996,149456.536875,350922.161827899282732,1,350922.161827899282732,Elwood,350922.161827899282732,7,0,1.683237464635028,1.8501290158529011
604,Collect,1216706.0400000007,3795,28492,365167,2005000,26882531,0.001059870441514603,2125.0402352367787,Elwood,R Virginia,71232.85503918851,24209.639876552411752,3505,40195.098000000144,11,7,4,27303.95000000221,145,280532.04,68744.21000000002,1934.703724137931,20.653756512784252,57940.40448194652,381,6728911.09,657434.7199999993,1847.4225,703867.9724999999,884554.821897689505877,2,,,,,,1.747728505214035,1.6045105874787562
604,Collect,1216706.0400000007,3795,28492,365167,2005000,26882531,0.001059870441514603,2125.0402352367787,Elwood,Dallas,84394.37181652714,28603.66796036479476,3505,40195.098000000144,11,7,4,27303.95000000221,145,280532.04,68744.21000000002,1934.703724137931,26.630739722671716,74707.75741110131,381,6728911.09,657434.7199999993,1999.30125,761733.77625,976743.52343799542117,3,,,,,,2.270588936191102,1.8118567921819277
604,Prepaid,16026258.280000247,3795,336675,365167,2005000,26882531,0.012523932363362661,25110.484388542136,Elwood,Elwood,1007679.4820159597,301975.608328999241025,3505,40195.098000000144,11,2,1,23027.850000009432,145,280532.04,68744.21000000002,1934.703724137931,22.574497035706777,63328.697054007745,381,6728911.09,657434.7199999993,392.27437499999996,149456.536875,1545468.174273976112858,4,350922.161827899282732,Elwood,1545468.174273976112858,2,0,1.683237464635028,1.8501290158529011
604,Prepaid,16026258.280000247,3795,336675,365167,2005000,26882531,0.012523932363362661,25110.484388542136,Elwood,R Virginia,841721.2364986239,286072.59951699716505,3505,40195.098000000144,11,5,2,23027.850000007318,145,280532.04,68744.21000000002,1934.703724137931,20.653756512784252,57940.40448194652,381,6728911.09,657434.7199999993,1847.4225,703867.9724999999,1912630.062997574736368,5,,,,,,1.747728505214035,1.6045105874787562
